id,latitude,longitude,severity_score,road_name,type,region
731,32.5297,71.4031,9.3,Mall Road,TRAFFIC_JAM,London
732,33.7625,70.1474,1.8,Ring Road,ROAD_WORKS,Pakistan
733,27.9969,70.4469,8.1,Ring Road,ACCIDENT,Pakistan
734,27.4357,68.4586,1.4,Peshawar Rd,ROAD_WORKS,Pakistan
735,36.2941,68.5393,9.8,Ring Road,ROAD_CLOSURE,London
736,24.4819,67.5429,5.1,Ring Road,ACCIDENT,London
737,35.7794,73.0399,7.4,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
738,31.3875,74.0807,9.2,M-2 Motorway,ROAD_WORKS,London
739,26.331,71.7973,6.4,Ring Road,ROAD_CLOSURE,London
740,27.2171,70.0022,2.8,Peshawar Rd,ROAD_CLOSURE,Pakistan
741,25.2376,67.105,1.6,M-2 Motorway,ROAD_CLOSURE,London
742,29.6823,74.6369,9.9,M-2 Motorway,TRAFFIC_JAM,Pakistan
743,27.8199,69.0285,9.4,Ring Road,ACCIDENT,Pakistan
744,26.3461,69.0254,2.7,Ring Road,ACCIDENT,Pakistan
745,26.8763,70.4284,2.2,Mall Road,ROAD_WORKS,Pakistan
746,29.1226,72.3116,9.2,Peshawar Rd,TRAFFIC_JAM,Pakistan
747,30.2543,74.1844,8.6,Ring Road,ROAD_CLOSURE,London
748,27.985,71.3016,6.3,M-2 Motorway,TRAFFIC_JAM,Pakistan
749,35.9766,70.7521,6.4,M-2 Motorway,TRAFFIC_JAM,Pakistan
750,29.7769,70.0021,8.5,Ring Road,ROAD_WORKS,Pakistan
751,24.7265,73.5598,7.8,Mall Road,ACCIDENT,London
752,25.0455,67.1814,4.0,Ring Road,TRAFFIC_JAM,London
753,35.5163,74.6493,2.0,Shahrah-e-Faisal,ACCIDENT,London
754,29.7957,74.7513,7.7,Ring Road,ROAD_WORKS,London
755,25.8184,71.4459,4.4,Ring Road,ROAD_WORKS,Pakistan
756,25.7846,67.0667,5.3,M-2 Motorway,TRAFFIC_JAM,London
757,29.1788,70.9979,5.3,Mall Road,ROAD_CLOSURE,Pakistan
758,28.0645,72.109,3.3,Ring Road,ACCIDENT,Pakistan
759,35.3805,71.0273,7.4,GT Road,ACCIDENT,Pakistan
760,31.138,67.9358,6.4,M-2 Motorway,ACCIDENT,London
761,24.8896,74.2066,9.8,M-2 Motorway,ROAD_WORKS,Pakistan
762,27.0563,74.7097,1.8,M-2 Motorway,TRAFFIC_JAM,Pakistan
763,31.1319,67.3986,1.6,Mall Road,ACCIDENT,Pakistan
764,28.36,67.6117,5.3,GT Road,ROAD_WORKS,Pakistan
765,26.1279,69.2119,9.7,Ring Road,ACCIDENT,London
766,32.4533,72.7625,3.5,M-2 Motorway,ROAD_WORKS,London
767,36.2712,69.1069,9.8,Peshawar Rd,ACCIDENT,London
768,30.21,72.9214,3.3,Peshawar Rd,ROAD_CLOSURE,Pakistan
769,32.9301,69.8822,1.3,Ring Road,TRAFFIC_JAM,Pakistan
770,30.428,70.0352,8.3,Ring Road,TRAFFIC_JAM,Pakistan
771,32.871,70.7796,5.7,Peshawar Rd,ROAD_CLOSURE,Pakistan
772,25.8709,69.8754,6.7,M-2 Motorway,ACCIDENT,London
773,30.7748,70.8072,5.4,Shahrah-e-Faisal,TRAFFIC_JAM,London
774,25.8932,72.0243,8.4,M-2 Motorway,ACCIDENT,Pakistan
775,28.8591,72.0202,8.9,Mall Road,ACCIDENT,Pakistan
776,31.7615,70.3954,9.1,Peshawar Rd,ACCIDENT,London
777,32.2832,67.1071,9.0,Peshawar Rd,TRAFFIC_JAM,London
778,24.0499,67.7832,4.5,Peshawar Rd,ACCIDENT,London
779,35.9986,68.689,5.7,Peshawar Rd,ROAD_CLOSURE,Pakistan
780,29.0462,73.0667,8.9,Ring Road,ACCIDENT,London
781,28.4685,67.6593,3.8,GT Road,ACCIDENT,Pakistan
782,27.381,72.4585,9.8,Ring Road,ROAD_WORKS,Pakistan
783,35.5506,71.1083,9.3,Mall Road,ROAD_CLOSURE,Pakistan
784,36.023,68.9098,1.2,Mall Road,ACCIDENT,Pakistan
785,26.7534,68.098,7.0,M-2 Motorway,ROAD_CLOSURE,London
786,25.3251,71.3757,1.9,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
787,33.6834,68.0571,1.6,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
788,25.5648,74.1834,1.7,Mall Road,ROAD_WORKS,London
789,25.2129,73.0827,5.1,Mall Road,TRAFFIC_JAM,Pakistan
790,28.4589,71.6484,4.1,Mall Road,TRAFFIC_JAM,Pakistan
791,33.8743,68.1805,8.9,GT Road,ROAD_WORKS,London
792,36.2518,74.4968,8.3,Mall Road,ROAD_CLOSURE,London
793,33.7726,70.6085,4.3,GT Road,ACCIDENT,Pakistan
794,31.4446,67.1865,6.5,Shahrah-e-Faisal,ROAD_WORKS,London
795,29.2006,72.9113,1.3,M-2 Motorway,ACCIDENT,Pakistan
796,29.7353,72.0375,1.1,Shahrah-e-Faisal,ACCIDENT,London
797,30.2911,68.3119,7.9,M-2 Motorway,ROAD_WORKS,London
798,25.6219,73.3966,7.6,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
799,35.8427,73.9433,2.1,Ring Road,ROAD_WORKS,Pakistan
800,24.4051,72.2062,2.8,M-2 Motorway,ROAD_WORKS,London
801,26.2201,74.2534,7.1,Shahrah-e-Faisal,ACCIDENT,London
802,33.3526,74.1767,6.0,GT Road,ROAD_WORKS,Pakistan
803,26.3656,70.9602,4.2,GT Road,ROAD_WORKS,London
804,33.7806,69.3408,3.5,Peshawar Rd,ACCIDENT,Pakistan
805,25.3159,72.4877,4.9,Ring Road,ACCIDENT,London
806,25.4775,68.5904,1.4,Mall Road,ROAD_WORKS,London
807,25.424,71.2533,6.3,Peshawar Rd,ROAD_CLOSURE,Pakistan
808,28.9261,68.9182,5.1,M-2 Motorway,ROAD_CLOSURE,London
809,25.972,69.1302,3.4,Ring Road,TRAFFIC_JAM,Pakistan
810,29.0116,69.7756,9.9,GT Road,ROAD_CLOSURE,Pakistan
811,33.1119,71.1057,8.2,GT Road,ROAD_WORKS,London
812,24.6965,73.9336,6.2,M-2 Motorway,TRAFFIC_JAM,Pakistan
813,36.7358,72.5511,1.9,GT Road,ACCIDENT,Pakistan
814,36.7742,71.9909,2.7,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
815,36.6378,72.0204,6.4,M-2 Motorway,ROAD_WORKS,London
816,32.4515,69.5551,7.2,GT Road,ROAD_CLOSURE,Pakistan
817,31.5131,70.1944,2.8,Mall Road,ACCIDENT,Pakistan
818,34.8343,71.8753,3.8,Ring Road,ACCIDENT,London
819,27.4343,72.3816,7.6,Mall Road,ROAD_CLOSURE,London
820,28.2357,68.7536,2.5,Mall Road,ACCIDENT,Pakistan
821,36.1428,74.3726,1.6,Ring Road,ROAD_CLOSURE,Pakistan
822,26.6208,72.2604,1.6,Ring Road,ACCIDENT,Pakistan
823,33.2009,67.4796,5.5,Mall Road,ROAD_CLOSURE,London
824,24.8907,69.8743,6.2,Shahrah-e-Faisal,ROAD_WORKS,London
825,29.2992,67.6392,8.0,Shahrah-e-Faisal,ACCIDENT,Pakistan
826,34.6537,67.0981,9.1,GT Road,ROAD_WORKS,Pakistan
827,28.788,71.3828,6.6,Shahrah-e-Faisal,ACCIDENT,London
828,32.6572,73.371,8.4,Peshawar Rd,ROAD_WORKS,London
829,29.349,74.0016,9.9,Peshawar Rd,TRAFFIC_JAM,Pakistan
830,25.7662,73.6595,8.8,Mall Road,ROAD_WORKS,Pakistan
831,24.9319,74.6771,3.4,Mall Road,ROAD_WORKS,London
832,24.3689,73.8066,7.1,Ring Road,TRAFFIC_JAM,London
833,25.8749,68.8523,7.1,GT Road,TRAFFIC_JAM,London
834,28.141,69.9542,3.1,Peshawar Rd,ACCIDENT,Pakistan
835,28.4923,72.6971,4.0,GT Road,ROAD_CLOSURE,London
836,26.3022,68.9,1.2,M-2 Motorway,ROAD_CLOSURE,London
837,27.3557,71.935,6.3,Peshawar Rd,ROAD_WORKS,London
838,31.5751,67.5647,1.8,GT Road,TRAFFIC_JAM,Pakistan
839,26.6525,74.1625,5.6,GT Road,ROAD_WORKS,Pakistan
840,26.385,70.1803,2.6,Mall Road,ACCIDENT,London
841,31.2717,74.1191,6.3,Peshawar Rd,ROAD_CLOSURE,London
842,33.9385,73.4509,6.7,Ring Road,ROAD_WORKS,London
843,32.1995,71.5947,7.1,GT Road,ROAD_CLOSURE,London
844,33.3418,73.3299,1.8,Ring Road,ROAD_CLOSURE,Pakistan
845,29.0907,72.7615,4.7,Ring Road,TRAFFIC_JAM,London
846,36.796,74.0549,9.6,Mall Road,ROAD_CLOSURE,London
847,24.9523,68.2856,9.1,GT Road,ROAD_CLOSURE,Pakistan
848,32.6605,69.2892,5.7,M-2 Motorway,TRAFFIC_JAM,Pakistan
849,31.1848,68.1919,9.8,Mall Road,ACCIDENT,Pakistan
850,32.0165,67.1434,1.5,GT Road,ROAD_WORKS,Pakistan
851,24.4895,72.8265,6.4,Peshawar Rd,ACCIDENT,London
852,36.5087,67.2828,2.9,M-2 Motorway,TRAFFIC_JAM,Pakistan
853,33.4505,74.6979,9.4,GT Road,ACCIDENT,Pakistan
854,27.009,74.5687,9.0,Shahrah-e-Faisal,ACCIDENT,Pakistan
855,33.2221,69.1839,4.3,Mall Road,ACCIDENT,London
856,33.9942,72.9336,5.1,M-2 Motorway,ROAD_CLOSURE,London
857,34.3234,72.9884,8.7,Shahrah-e-Faisal,ACCIDENT,London
858,31.1192,74.3632,6.9,GT Road,ACCIDENT,London
859,28.5706,69.3783,9.5,GT Road,ROAD_CLOSURE,London
860,24.4285,67.1406,4.3,Ring Road,ROAD_WORKS,Pakistan
861,33.4356,71.7087,3.9,Mall Road,ROAD_WORKS,Pakistan
862,28.9076,71.7912,5.2,M-2 Motorway,ACCIDENT,Pakistan
863,24.5402,74.1494,4.4,Peshawar Rd,ROAD_WORKS,London
864,36.8359,67.6824,2.8,Ring Road,ROAD_WORKS,Pakistan
865,29.9729,74.7213,6.2,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
866,32.7211,72.4278,2.2,Ring Road,ACCIDENT,London
867,34.7818,73.5025,5.7,Shahrah-e-Faisal,ACCIDENT,London
868,35.3629,70.4435,4.3,Peshawar Rd,ACCIDENT,Pakistan
869,33.1757,72.5972,7.5,Mall Road,TRAFFIC_JAM,Pakistan
870,34.8027,69.4671,6.1,Peshawar Rd,TRAFFIC_JAM,Pakistan
871,27.209,70.821,3.5,GT Road,TRAFFIC_JAM,Pakistan
872,24.051,70.707,4.1,M-2 Motorway,ACCIDENT,London
873,31.6299,69.1299,4.8,Shahrah-e-Faisal,ACCIDENT,London
874,31.1742,68.008,8.3,GT Road,ACCIDENT,Pakistan
875,24.2026,73.6718,1.2,GT Road,ROAD_WORKS,London
876,33.3798,72.2593,3.8,Peshawar Rd,ROAD_CLOSURE,Pakistan
877,30.1568,70.6034,5.5,M-2 Motorway,ROAD_WORKS,London
878,35.8336,67.1567,9.3,GT Road,TRAFFIC_JAM,London
879,30.4096,71.5618,3.4,M-2 Motorway,ACCIDENT,London
880,34.0249,69.6953,1.8,Mall Road,ACCIDENT,Pakistan
881,35.566,72.8033,4.1,M-2 Motorway,ROAD_WORKS,Pakistan
882,26.9987,74.3682,8.5,GT Road,ROAD_CLOSURE,London
883,33.9563,69.0489,1.7,GT Road,TRAFFIC_JAM,London
884,28.5257,67.1002,1.1,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
885,36.6209,73.8449,1.4,Peshawar Rd,ROAD_WORKS,London
886,34.4187,72.0508,2.9,M-2 Motorway,ACCIDENT,London
887,25.2689,67.4241,5.3,GT Road,ROAD_CLOSURE,London
888,31.5133,74.1031,8.5,M-2 Motorway,ROAD_WORKS,London
889,30.5571,69.8935,7.2,M-2 Motorway,ROAD_WORKS,Pakistan
890,31.9664,73.4794,4.3,GT Road,ROAD_WORKS,Pakistan
891,31.3943,73.6943,9.1,GT Road,ROAD_WORKS,Pakistan
892,25.5352,70.4293,5.4,Ring Road,TRAFFIC_JAM,London
893,26.243,74.2154,1.6,Mall Road,ACCIDENT,Pakistan
894,29.4064,74.8025,2.2,Peshawar Rd,ACCIDENT,Pakistan
895,25.0207,70.2843,3.1,M-2 Motorway,ROAD_CLOSURE,London
896,25.6497,73.8234,7.9,Shahrah-e-Faisal,ROAD_CLOSURE,London
897,27.3401,68.7055,8.4,GT Road,ROAD_CLOSURE,Pakistan
898,33.7978,67.568,7.7,Mall Road,ROAD_CLOSURE,Pakistan
899,34.9095,67.3918,7.5,Peshawar Rd,ROAD_CLOSURE,Pakistan
900,25.2864,68.0902,9.5,Mall Road,ACCIDENT,Pakistan
901,29.2231,68.3333,1.2,Ring Road,ROAD_WORKS,London
902,36.6616,74.9508,3.5,Mall Road,TRAFFIC_JAM,London
903,34.6254,73.5385,4.4,Peshawar Rd,TRAFFIC_JAM,London
904,33.6107,70.4073,9.0,Mall Road,ACCIDENT,London
905,35.055,71.6376,7.2,M-2 Motorway,ACCIDENT,Pakistan
906,30.0832,69.2785,2.6,Shahrah-e-Faisal,ACCIDENT,London
907,35.0742,72.8757,1.9,M-2 Motorway,ACCIDENT,London
908,36.1806,69.2225,3.3,Mall Road,ROAD_CLOSURE,Pakistan
909,34.608,71.2014,9.5,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
910,34.8598,69.3365,9.2,GT Road,ROAD_WORKS,London
911,29.1794,69.2479,7.8,Peshawar Rd,TRAFFIC_JAM,Pakistan
912,31.8678,67.5966,9.2,GT Road,TRAFFIC_JAM,Pakistan
913,32.24,69.3674,2.3,Shahrah-e-Faisal,TRAFFIC_JAM,London
914,35.622,67.1736,9.9,Mall Road,ACCIDENT,Pakistan
915,33.9899,74.5826,9.8,Ring Road,ROAD_WORKS,Pakistan
916,24.423,73.7152,6.7,Ring Road,ROAD_WORKS,Pakistan
917,35.0812,73.5585,9.0,Ring Road,ROAD_WORKS,Pakistan
918,31.7666,70.4483,4.2,Ring Road,TRAFFIC_JAM,London
919,33.8134,74.2646,3.7,Shahrah-e-Faisal,ACCIDENT,London
920,26.7838,73.2922,6.2,Peshawar Rd,ROAD_CLOSURE,Pakistan
921,27.272,74.1322,2.7,M-2 Motorway,ACCIDENT,London
922,32.5759,68.2907,7.0,Peshawar Rd,ACCIDENT,London
923,31.1758,67.7555,5.7,Mall Road,ROAD_CLOSURE,London
924,36.2776,74.1959,8.7,Peshawar Rd,ACCIDENT,London
925,34.5608,72.4444,3.3,Ring Road,TRAFFIC_JAM,London
926,28.0615,69.8761,7.4,Shahrah-e-Faisal,TRAFFIC_JAM,London
927,31.0538,67.1445,3.8,Mall Road,ROAD_WORKS,London
928,33.7882,74.6713,4.3,GT Road,TRAFFIC_JAM,Pakistan
929,30.2274,69.473,2.2,GT Road,TRAFFIC_JAM,Pakistan
930,31.8682,71.3608,7.8,Mall Road,ACCIDENT,London
931,32.9222,74.1938,3.7,Ring Road,ACCIDENT,Pakistan
932,26.7857,69.1736,3.8,GT Road,TRAFFIC_JAM,London
933,33.5272,73.9743,8.4,M-2 Motorway,ACCIDENT,Pakistan
934,29.4076,72.999,4.8,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
935,25.0014,67.2998,6.9,M-2 Motorway,ROAD_CLOSURE,Pakistan
936,32.5169,71.8299,6.2,Shahrah-e-Faisal,ROAD_WORKS,London
937,24.5742,73.9398,5.4,Peshawar Rd,ROAD_CLOSURE,London
938,36.5333,72.9198,1.3,M-2 Motorway,ROAD_WORKS,Pakistan
939,26.1345,70.4446,8.5,GT Road,ACCIDENT,London
940,34.5327,68.1353,2.3,GT Road,TRAFFIC_JAM,London
941,30.719,74.4629,7.7,M-2 Motorway,ROAD_CLOSURE,London
942,24.1293,73.6656,6.8,GT Road,ROAD_CLOSURE,Pakistan
943,26.7889,70.7678,4.5,M-2 Motorway,ROAD_CLOSURE,London
944,28.5629,73.342,5.6,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
945,33.7759,71.1696,4.6,GT Road,ROAD_CLOSURE,Pakistan
946,34.1125,67.8302,4.0,Shahrah-e-Faisal,TRAFFIC_JAM,London
947,28.9735,72.592,3.9,Mall Road,ROAD_CLOSURE,Pakistan
948,32.3132,68.8721,5.4,GT Road,ROAD_WORKS,Pakistan
949,32.5579,67.6561,9.1,GT Road,TRAFFIC_JAM,Pakistan
950,33.3815,70.7721,3.3,M-2 Motorway,TRAFFIC_JAM,London
951,26.3174,72.2878,7.4,M-2 Motorway,TRAFFIC_JAM,Pakistan
952,33.7071,70.3118,8.3,Ring Road,ROAD_CLOSURE,Pakistan
953,30.7475,70.7844,5.6,Peshawar Rd,TRAFFIC_JAM,London
954,32.2395,70.5073,5.7,GT Road,ROAD_WORKS,Pakistan
955,26.1655,72.825,2.1,Ring Road,ROAD_CLOSURE,Pakistan
956,31.1339,67.9443,9.7,GT Road,ACCIDENT,Pakistan
957,30.8926,74.7401,5.8,Peshawar Rd,ACCIDENT,London
958,24.7212,73.5135,7.8,Mall Road,ROAD_WORKS,London
959,30.2207,69.2213,6.1,M-2 Motorway,ROAD_WORKS,Pakistan
960,34.8281,72.8497,7.9,Mall Road,TRAFFIC_JAM,London
961,29.1954,69.2479,1.0,Shahrah-e-Faisal,ACCIDENT,London
962,30.9291,67.7031,7.7,Ring Road,ROAD_WORKS,Pakistan
963,28.1047,72.6335,2.9,Shahrah-e-Faisal,ACCIDENT,London
964,36.0335,71.9306,7.0,Mall Road,ROAD_CLOSURE,London
965,33.494,68.0973,7.8,M-2 Motorway,ACCIDENT,London
966,30.2328,73.8325,5.0,Shahrah-e-Faisal,ROAD_WORKS,London
967,35.924,69.8147,4.7,Shahrah-e-Faisal,ROAD_CLOSURE,London
968,33.316,70.7626,6.3,M-2 Motorway,TRAFFIC_JAM,Pakistan
969,24.7847,71.6724,8.0,GT Road,ACCIDENT,Pakistan
970,28.6115,73.726,1.4,M-2 Motorway,TRAFFIC_JAM,Pakistan
971,36.944,73.8463,6.4,M-2 Motorway,ACCIDENT,London
972,33.4933,67.2216,5.9,GT Road,ACCIDENT,London
973,33.9311,70.2152,8.3,M-2 Motorway,ACCIDENT,London
974,34.3367,71.3125,7.8,Shahrah-e-Faisal,ROAD_CLOSURE,London
975,36.9396,70.5701,8.2,Shahrah-e-Faisal,TRAFFIC_JAM,London
976,34.3805,73.9205,8.6,Peshawar Rd,ROAD_WORKS,Pakistan
977,35.1909,69.2823,2.4,M-2 Motorway,TRAFFIC_JAM,Pakistan
978,28.799,74.4905,7.3,Peshawar Rd,ACCIDENT,London
979,31.0825,74.066,1.2,GT Road,ACCIDENT,London
980,28.9146,69.7225,6.2,M-2 Motorway,ROAD_CLOSURE,London
981,24.2226,72.0116,3.9,M-2 Motorway,ROAD_WORKS,London
982,35.2443,73.1069,1.2,Peshawar Rd,ROAD_WORKS,London
983,24.3237,71.7703,7.3,M-2 Motorway,ACCIDENT,London
984,33.6942,67.4254,8.5,Shahrah-e-Faisal,ROAD_CLOSURE,London
985,24.0969,71.64,6.4,Ring Road,ROAD_CLOSURE,London
986,26.4718,72.9194,3.9,Peshawar Rd,ROAD_WORKS,Pakistan
987,34.0327,67.3746,3.4,GT Road,ROAD_WORKS,Pakistan
988,30.5958,68.6615,2.4,Mall Road,TRAFFIC_JAM,London
989,25.3804,68.3061,4.4,M-2 Motorway,ROAD_CLOSURE,Pakistan
990,35.4241,74.7222,1.3,Peshawar Rd,ROAD_CLOSURE,Pakistan
991,33.0159,67.0827,9.9,Ring Road,ACCIDENT,Pakistan
992,35.9646,73.9042,5.2,GT Road,ROAD_WORKS,London
993,34.9556,67.586,6.6,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
994,24.9479,74.4178,9.6,Peshawar Rd,ACCIDENT,Pakistan
995,26.8153,67.8723,9.9,Ring Road,TRAFFIC_JAM,London
996,26.6584,67.6328,6.5,Peshawar Rd,ROAD_CLOSURE,Pakistan
997,24.6659,67.7655,1.1,Mall Road,ROAD_WORKS,Pakistan
998,34.6124,72.1876,3.3,GT Road,TRAFFIC_JAM,Pakistan
999,36.544,72.2593,3.1,GT Road,ROAD_CLOSURE,London
1000,30.5565,74.0104,6.5,Peshawar Rd,TRAFFIC_JAM,Pakistan
1001,36.279,69.3896,7.0,M-2 Motorway,TRAFFIC_JAM,London
1002,29.8462,67.8511,8.0,Mall Road,TRAFFIC_JAM,London
1003,31.4591,74.2453,7.8,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
1004,32.0937,68.858,4.4,Peshawar Rd,ROAD_CLOSURE,London
1005,24.5501,72.7207,9.3,GT Road,ACCIDENT,Pakistan
1006,25.4491,71.6941,7.2,GT Road,ROAD_CLOSURE,Pakistan
1007,27.403,69.8863,5.8,Ring Road,ROAD_CLOSURE,London
1008,31.6821,74.5129,1.4,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
1009,29.2116,67.1461,1.5,GT Road,ACCIDENT,Pakistan
1010,28.3171,68.1857,9.1,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
1011,24.7766,68.9872,8.9,M-2 Motorway,ROAD_CLOSURE,London
1012,33.1387,70.8929,9.8,Peshawar Rd,ROAD_WORKS,Pakistan
1013,26.1255,67.8346,5.5,M-2 Motorway,TRAFFIC_JAM,Pakistan
1014,36.9926,71.5477,1.9,M-2 Motorway,ACCIDENT,Pakistan
1015,28.5484,72.7258,5.2,M-2 Motorway,ACCIDENT,London
1016,28.6087,72.4784,5.0,Peshawar Rd,ACCIDENT,Pakistan
1017,32.1421,73.6994,1.1,Shahrah-e-Faisal,TRAFFIC_JAM,London
1018,34.7623,70.6381,1.8,Peshawar Rd,ROAD_WORKS,Pakistan
1019,31.7781,71.0816,8.7,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
1020,33.3499,72.7181,9.5,Peshawar Rd,TRAFFIC_JAM,London
1021,24.58,68.696,2.1,Ring Road,ROAD_WORKS,London
1022,24.3413,69.9998,3.6,GT Road,ACCIDENT,Pakistan
1023,34.8917,72.0654,7.6,M-2 Motorway,ROAD_CLOSURE,Pakistan
1024,30.7389,70.3492,1.4,Mall Road,ROAD_CLOSURE,London
1025,36.9193,67.145,4.0,GT Road,ROAD_WORKS,Pakistan
1026,32.408,70.7118,2.7,Mall Road,ACCIDENT,London
1027,26.061,67.3714,9.2,Ring Road,ROAD_CLOSURE,London
1028,35.8907,68.369,6.6,M-2 Motorway,ROAD_WORKS,London
1029,34.7782,67.5989,5.0,GT Road,ROAD_WORKS,London
1030,27.5003,70.1774,7.5,Mall Road,ROAD_CLOSURE,London
1031,27.9586,70.3287,1.6,Peshawar Rd,TRAFFIC_JAM,London
1032,27.1294,73.7489,4.7,GT Road,ROAD_WORKS,London
1033,26.0007,68.4044,5.6,Peshawar Rd,TRAFFIC_JAM,London
1034,33.3136,70.9182,3.4,Mall Road,ROAD_WORKS,London
1035,36.3038,74.5886,9.0,Shahrah-e-Faisal,ACCIDENT,London
1036,25.294,69.3015,9.2,Shahrah-e-Faisal,TRAFFIC_JAM,London
1037,31.7169,68.4278,1.8,M-2 Motorway,TRAFFIC_JAM,London
1038,26.4127,72.5317,3.2,Peshawar Rd,ACCIDENT,London
1039,36.7094,67.6639,7.3,Peshawar Rd,TRAFFIC_JAM,Pakistan
1040,36.2577,70.9181,8.3,Ring Road,ACCIDENT,Pakistan
1041,28.7215,73.2403,1.7,Ring Road,ACCIDENT,London
1042,35.5764,73.1181,3.5,GT Road,TRAFFIC_JAM,London
1043,29.4095,70.1311,9.1,GT Road,ROAD_WORKS,Pakistan
1044,33.7675,70.656,7.9,Peshawar Rd,ACCIDENT,London
1045,28.0084,73.2529,5.0,Ring Road,ROAD_WORKS,London
1046,27.4966,71.1337,4.5,Ring Road,ROAD_WORKS,London
1047,30.4034,68.0397,6.4,Ring Road,TRAFFIC_JAM,London
1048,35.0878,71.1608,2.5,Peshawar Rd,TRAFFIC_JAM,London
1049,36.4826,72.5081,6.5,GT Road,TRAFFIC_JAM,Pakistan
1050,26.6045,71.0638,8.1,M-2 Motorway,ROAD_CLOSURE,Pakistan
1051,34.4903,69.6118,6.7,Shahrah-e-Faisal,TRAFFIC_JAM,London
1052,28.0166,73.2752,4.5,Shahrah-e-Faisal,TRAFFIC_JAM,London
1053,34.7192,74.3314,4.9,Ring Road,TRAFFIC_JAM,London
1054,29.8439,69.3117,6.3,Ring Road,TRAFFIC_JAM,London
1055,27.2773,70.073,7.1,M-2 Motorway,ROAD_WORKS,London
1056,28.006,69.4698,9.5,Ring Road,ROAD_WORKS,Pakistan
1057,36.8739,69.1831,3.3,Peshawar Rd,ACCIDENT,London
1058,35.7962,70.9728,7.7,Mall Road,ACCIDENT,Pakistan
1059,25.7574,73.8581,7.7,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
1060,26.0584,69.8639,3.6,Peshawar Rd,ACCIDENT,London
1061,30.9752,67.4263,4.7,Mall Road,TRAFFIC_JAM,Pakistan
1062,30.3634,74.1183,5.2,GT Road,ACCIDENT,Pakistan
1063,29.0549,70.5315,7.0,M-2 Motorway,ROAD_WORKS,London
1064,32.3226,74.1712,9.6,GT Road,ROAD_WORKS,Pakistan
1065,35.0164,68.2523,7.8,Shahrah-e-Faisal,ROAD_CLOSURE,Pakistan
1066,29.9302,68.0884,7.4,GT Road,TRAFFIC_JAM,Pakistan
1067,34.4193,69.781,2.1,Peshawar Rd,ROAD_CLOSURE,Pakistan
1068,24.7636,67.1703,3.7,M-2 Motorway,ROAD_WORKS,London
1069,27.5085,71.4899,8.8,Mall Road,ACCIDENT,Pakistan
1070,28.9595,68.2957,7.9,GT Road,ROAD_CLOSURE,London
1071,33.0091,74.9765,3.2,Peshawar Rd,ROAD_CLOSURE,Pakistan
1072,31.0732,73.2057,9.2,M-2 Motorway,TRAFFIC_JAM,Pakistan
1073,25.3181,72.4387,5.1,Peshawar Rd,TRAFFIC_JAM,London
1074,24.9405,67.8844,5.3,Mall Road,TRAFFIC_JAM,London
1075,34.0841,74.6695,6.6,Mall Road,ACCIDENT,London
1076,34.4661,73.3408,6.6,M-2 Motorway,ROAD_WORKS,London
1077,32.1739,67.9465,6.7,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
1078,26.431,67.134,4.4,Peshawar Rd,ROAD_WORKS,London
1079,30.8809,72.1637,2.3,M-2 Motorway,ROAD_WORKS,Pakistan
1080,30.8694,74.2839,5.4,Shahrah-e-Faisal,TRAFFIC_JAM,Pakistan
1081,36.0159,72.4539,4.2,M-2 Motorway,TRAFFIC_JAM,London
1082,35.5999,69.4023,7.0,Ring Road,ROAD_CLOSURE,Pakistan
1083,27.5977,73.4928,2.8,Shahrah-e-Faisal,ROAD_CLOSURE,London
1084,27.8845,68.8905,6.2,M-2 Motorway,ROAD_CLOSURE,London
1085,27.9385,68.7616,6.4,Ring Road,TRAFFIC_JAM,London
1086,24.1805,67.2942,7.4,M-2 Motorway,ROAD_WORKS,Pakistan
1087,36.8266,69.9901,6.0,Peshawar Rd,ACCIDENT,Pakistan
1088,36.3761,74.3306,1.5,M-2 Motorway,ROAD_CLOSURE,London
1089,30.2391,67.9073,3.0,Shahrah-e-Faisal,ROAD_CLOSURE,London
1090,29.7093,69.0674,2.4,Mall Road,TRAFFIC_JAM,Pakistan
1091,30.169,74.848,3.0,Mall Road,ROAD_WORKS,London
1092,29.5254,73.5233,1.2,Shahrah-e-Faisal,ROAD_WORKS,Pakistan
1093,30.3898,71.2014,2.9,Peshawar Rd,TRAFFIC_JAM,Pakistan
1094,33.3123,67.0968,5.7,M-2 Motorway,ACCIDENT,Pakistan
